id,neuron_id,neurite_id,reference_id,frag_id,evi_id
1432,6052,479,800394,24498,24499
1433,6052,413,800394,24498,24499
1434,6052,480,800394,24498,24499
1435,6052,414,800394,24498,24499
1436,6078,486,800224,24520,24521
1437,6078,420,800224,24520,24521
1438,6078,475,800224,24520,24521
1439,6078,409,800224,24520,24521
1440,6078,476,800224,24520,24521
1441,6078,410,800224,24520,24521
1442,6078,477,800224,24520,24521
1443,6078,411,800224,24520,24521
1444,6078,478,800224,24520,24521
1445,6078,412,800224,24520,24521
1446,6078,479,800224,24520,24521
1447,6078,413,800224,24520,24521
1448,6078,480,800224,24520,24521
1449,6078,414,800224,24520,24521
1450,6048,486,800226,24582,24583
1451,6048,420,800226,24582,24583
1452,6048,475,800226,24582,24583
1453,6048,409,800226,24582,24583
1454,6048,476,800226,24582,24583
1455,6048,410,800226,24582,24583
1456,6096,486,800228,24604,24605
1457,6096,420,800228,24604,24605
1458,6096,475,800228,24604,24605
1459,6096,409,800228,24604,24605
1460,6096,476,800228,24604,24605
1461,6096,410,800228,24604,24605
1462,6096,477,800228,24604,24605
1463,6096,411,800228,24604,24605
1464,6040,486,800230,24636,24637
1465,6040,420,800230,24636,24637
1466,6040,475,800230,24636,24637
1467,6040,409,800230,24636,24637
1468,6040,476,800230,24636,24637
1469,6040,410,800230,24636,24637
1470,6040,477,800230,24636,24637
1471,6040,411,800230,24636,24637
1472,6040,486,800408,24668,24669
1473,6040,420,800408,24668,24669
1474,6040,475,800408,24668,24669
1475,6040,409,800408,24668,24669
1476,6040,476,800408,24668,24669
1477,6040,410,800408,24668,24669
1478,6040,477,800408,24668,24669
1479,6040,411,800408,24668,24669
1480,6040,486,800432,24695,24696
1481,6040,420,800432,24695,24696
1482,6040,475,800432,24695,24696
1483,6040,409,800432,24695,24696
1484,6040,476,800432,24695,24696
1485,6040,410,800432,24695,24696
1486,6040,477,800432,24695,24696
1487,6040,411,800432,24695,24696
1488,6038,486,800410,24727,24728
1489,6038,420,800410,24727,24728
1490,6038,475,800410,24727,24728
1491,6038,409,800410,24727,24728
1492,6038,476,800410,24727,24728
1493,6038,410,800410,24727,24728
1494,6038,477,800410,24727,24728
1495,6038,411,800410,24727,24728
1496,6053,486,800412,24759,24760
1497,6053,420,800412,24759,24760
1498,6053,475,800412,24759,24760
1499,6053,409,800412,24759,24760
1500,6053,476,800412,24759,24760
1501,6053,410,800412,24759,24760
1502,6053,486,800430,24781,24782
1503,6053,420,800430,24781,24782
1504,6053,475,800430,24781,24782
1505,6053,409,800430,24781,24782
1506,6053,476,800430,24781,24782
1507,6053,410,800430,24781,24782
1508,4036,484,800232,24803,24804
1509,4036,418,800232,24803,24804
1510,4036,471,800232,24803,24804
1511,4036,405,800232,24803,24804
1512,4036,470,800232,24803,24804
1513,4036,404,800232,24803,24804
1514,4036,469,800232,24803,24804
1515,4036,403,800232,24803,24804
1516,4036,468,800232,24803,24804
1517,4036,484,800234,24826,24827
1518,4036,418,800234,24826,24827
