"evidence_ID","neurite_ID","type_ID","original_id","fragment_id","Article_id","priority","conflict_note","unvetted","linking_quote","interpretation_notes","property_type_explanation","pc_flag","soma_pcl_flag","ax_de_pcl_flag","perisomatic_targeting_flag","supplemental_pmids"
203,0,4000,0,203,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
204,0,4000,0,204,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
205,0,4000,0,205,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
206,0,4000,0,206,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
207,0,4000,0,207,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
208,0,4000,0,208,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
209,0,4000,0,209,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
210,0,4000,0,210,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
211,0,4000,0,211,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
212,0,4000,0,212,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
213,0,4000,0,213,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
214,0,4000,0,214,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
215,0,4000,0,215,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
216,0,4000,0,216,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
217,0,4000,0,217,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
218,0,4000,0,218,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
219,0,4000,0,219,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
220,0,4000,0,220,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
221,0,4000,0,221,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
222,0,4000,0,222,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
223,0,4000,0,223,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
224,0,4000,0,224,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
225,0,4000,0,225,0,0,"NULL",1,"NULL","NULL","NULL",1,1,0,0,"NULL"
